path,dataset,ref_raw,pred_raw,wer_raw,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
154367.wav,uzbek_voice,"Sud vaziyatni ocholmagan-ku, deydi Nishonboy Abduvoitov.","Sud vaziyatni ocha olmagan-ku, deydi Nishonboy Abduvayev.",0.5,"Sud vaziyatni ocholmagan-ku, deydi Nishonboy Abduvoitov.","Sud vaziyatni ocha olmagan-ku, deydi Nishonboy Abduvayev.",0.5,0.1071,0.9204,6,7
246285.wav,uzbek_voice,Kolumbiyani diplomsiz tark etgan shoira,Kolumbiyani diplomsiz tark etgan shoira.,0.2,Kolumbiyani diplomsiz tark etgan shoira,Kolumbiyani diplomsiz tark etgan shoira.,0.2,0.0256,0.9873,5,5
802011.wav,uzbek_voice,"Mamlakatimiz taraqqiyotining bugungi yangi bosqichida ixcham, professional, xalqimiz talablariga javob beradigan","Mamlakatimiz taraqqiyotining bugungi yangi bosqichida ixcham, professional, xalqimiz talablariga javob beradigan",0.0,"Mamlakatimiz taraqqiyotining bugungi yangi bosqichida ixcham, professional, xalqimiz talablariga javob beradigan","Mamlakatimiz taraqqiyotining bugungi yangi bosqichida ixcham, professional, xalqimiz talablariga javob beradigan",0.0,0.0,1.0,11,11
02882.wav,it,"nima deydi, o'sha javobiga yechimiga shoshmasdan biroz harakat qilib ko'rish kerak, lekin aytaylik mana uzoqroq vaqt oladigan bo'lsa, bu leetcode masalasi bo'lsin, yo bu umuman ishda ham bo'lsin, agar o'sha biror bir narsa","nima deydi, o'sha javobiga, yechimiga shoshmasdan biroz harakat qilib qo'yish kerak, lekin aytaylik, mana uzoqroq vaqt oladigan bo'lsa, u masalasi bo'lsin yo bu umuman ishda ham bo'lsin, agar o'sha biror bir narsa",0.1818,"nima deydi, o'sha javobiga yechimiga shoshmasdan biroz harakat qilib ko'rish kerak, lekin aytaylik mana uzoqroq vaqt oladigan bo'lsa, bu leetcode masalasi bo'lsin, yo bu umuman ishda ham bo'lsin, agar o'sha biror bir narsa","nima deydi, o'sha javobiga, yechimiga shoshmasdan biroz harakat qilib qo'yish kerak, lekin aytaylik, mana uzoqroq vaqt oladigan bo'lsa, u masalasi bo'lsin yo bu umuman ishda ham bo'lsin, agar o'sha biror bir narsa",0.1818,0.0676,0.5977,33,32
399097.wav,uzbek_voice,Lokdaun paytida ko'p odamlar qo'llab-quvvatlashga muhtoj edilar.,Lokdaun paytida ko'p odamlar qo'llib-quvvatlashishga muhtoj edilar.,0.1429,Lokdaun paytida ko'p odamlar qo'llab-quvvatlashga muhtoj edilar.,Lokdaun paytida ko'p odamlar qo'llib-quvvatlashishga muhtoj edilar.,0.1429,0.0625,0.9618,7,7
common_voice_uz_29434121.wav,common_voice,"Men bu parolni ilgari ham eshitgan edim, albatta.",Men bu parolni ilgari ham eshitgan edim. Afbar.,0.25,"Men bu parolni ilgari ham eshitgan edim, albatta.",Men bu parolni ilgari ham eshitgan edim. Afbar.,0.25,0.1224,0.8958,8,8
00019969_0.wav,news,"o'sha paytda endi aytganlar, ""Ukam, biznes senga emas ekan, qo'ying biznes qilmay qo'ya qolgin"" deganlar-da. Chunki men ijara bermayapman. Ya'ni men aytdim, ""Iltimos, aka, yana bir oy bering, men to'layman"" deb turib, shunaqa qilib. O'sha payt ham eslayman, onam oxirgi yig'ib qo'ygan pullarini menga olib kelib berganlar, ""O'g'lim, o'zi nima qilayotganingni bilasanmi?"" deganlar-da. Ya'ni agar sen o'zingga ishonsang, o'sha qilayotgan ishingni tushunsang, beray shu pulni, lekin qara, men boshqa pulim yo'q"" deganlar-da. Siz ishonganmisiz o'sha paytda o'zingizga? Yo'q, ishonmaganman, to'g'risi. Men maqsad, mana shu vaziyatdan","o'sha payt endi aytganlar, ukam biznes senga emas ekan, qo'ying biznes qilmay qo'yib qolgan deganlar-da. Chunki men ijara bermayapman, ya'ni men aytdim iltimos, okey ya'ni bir oy bering meni to'layman deb turib shunaqa qilib. O'sha payt ham eslayman, onam oxirgi yig'ib qo'ygan pullarini menga olib kelib berganlar, o'g'lim o'zi nima qilayotganingni bilasanmi deganlar-da. Ya'ni agar sen o'zingga ishonsang, o'sha qilayotgan ishingni tushunsa ham bering shu pulni, lekin qaram men boshqa pulim yo'q deganlar-da. Siz ishonganmi Uso",0.3882,"o'sha paytda endi aytganlar, ""Ukam, biznes senga emas ekan, qo'ying biznes qilmay qo'ya qolgin"" deganlar-da. Chunki men ijara bermayapman. Ya'ni men aytdim, ""Iltimos, aka, yana bir oy bering, men to'layman"" deb turib, shunaqa qilib. O'sha payt ham eslayman, onam oxirgi yig'ib qo'ygan pullarini menga olib kelib berganlar, ""O'g'lim, o'zi nima qilayotganingni bilasanmi?"" deganlar-da. Ya'ni agar sen o'zingga ishonsang, o'sha qilayotgan ishingni tushunsang, beray shu pulni, lekin qara, men boshqa pulim yo'q"" deganlar-da. Siz ishonganmisiz o'sha paytda o'zingizga? Yo'q, ishonmaganman, to'g'risi. Men maqsad, mana shu vaziyatdan","o'sha payt endi aytganlar, ukam biznes senga emas ekan, qo'ying biznes qilmay qo'yib qolgan deganlar-da. Chunki men ijara bermayapman, ya'ni men aytdim iltimos, okey ya'ni bir oy bering meni to'layman deb turib shunaqa qilib. O'sha payt ham eslayman, onam oxirgi yig'ib qo'ygan pullarini menga olib kelib berganlar, o'g'lim o'zi nima qilayotganingni bilasanmi deganlar-da. Ya'ni agar sen o'zingga ishonsang, o'sha qilayotgan ishingni tushunsa ham bering shu pulni, lekin qaram men boshqa pulim yo'q deganlar-da. Siz ishonganmi Uso",0.3882,0.2006,0.019,85,76
common_voice_uz_28924111.wav,common_voice,"Kimdir biror odatni tark etib, yana qaytmaslikka urinishi osonroq kechadi.","Kimdir biror odatni tark etib, yana qaytmaslikka urinishi osonroq kechadi.",0.0,"Kimdir biror odatni tark etib, yana qaytmaslikka urinishi osonroq kechadi.","Kimdir biror odatni tark etib, yana qaytmaslikka urinishi osonroq kechadi.",0.0,0.0,1.0,10,10
94565.wav,uzbek_voice,Krishtianu Ronaldu Jeyson Steytem bilan uchrashdi.,Kristiano Ronaldo Jeyson Staytim bilan uchrashdi.,0.5,Krishtianu Ronaldu Jeyson Steytem bilan uchrashdi.,Kristiano Ronaldo Jeyson Staytim bilan uchrashdi.,0.5,0.1,0.9091,6,6
common_voice_uz_28890066.wav,common_voice,Abbosiylarning xalifalik taxtiga chiqishi mehnatkash aholiga hech qanday yengillik keltirmagan.,Abbosiylarning xalifali tahdiga chiqishi mehnatkash aholiga hech qanday yengillik keltirmagan.,0.2,Abbosiylarning xalifalik taxtiga chiqishi mehnatkash aholiga hech qanday yengillik keltirmagan.,Abbosiylarning xalifali tahdiga chiqishi mehnatkash aholiga hech qanday yengillik keltirmagan.,0.2,0.0316,0.9735,10,10
255022.wav,uzbek_voice,Ayni paytda avariya sabablari o'rganilmoqda.,Ayni paytda avariya sabablari o'rganilmoqda.,0.0,Ayni paytda avariya sabablari o'rganilmoqda.,Ayni paytda avariya sabablari o'rganilmoqda.,0.0,0.0,1.0,5,5
497186.wav,uzbek_voice,Putin telefon muloqoti chog'ida Saudiya qirolini Rossiyaga taklif qildi.,Putin telefon muloqot chog'ida Saudiya qirolini Rossiyaga taklif qildi.,0.1111,Putin telefon muloqoti chog'ida Saudiya qirolini Rossiyaga taklif qildi.,Putin telefon muloqot chog'ida Saudiya qirolini Rossiyaga taklif qildi.,0.1111,0.0139,0.993,9,9
458703.wav,uzbek_voice,Avstraliyalik juftlik kenguru bolasini o'lik onasining xaltasidan chiqarib oldi.,Avstraliyalik juftlik kenguru bolasini o'lik onasining xaltasidan chiqarib oldi.,0.0,Avstraliyalik juftlik kenguru bolasini o'lik onasining xaltasidan chiqarib oldi.,Avstraliyalik juftlik kenguru bolasini o'lik onasining xaltasidan chiqarib oldi.,0.0,0.0,1.0,9,9
156573.wav,uzbek_voice,Gruziyada mansabdorlar uchun qora rangli avtomobillar taqiqlandi.,Gruziyada mansabdorlar uchun qora rangli avtomobillar taqiqlandi.,0.0,Gruziyada mansabdorlar uchun qora rangli avtomobillar taqiqlandi.,Gruziyada mansabdorlar uchun qora rangli avtomobillar taqiqlandi.,0.0,0.0,1.0,7,7
167600.wav,uzbek_voice,Men Osiyo futbol oilasining a'zosi ekanimdan faxrlanaman.,Men Osiyo futbol ovlasining a'zosi ekanimdan faxrlanaman.,0.1429,Men Osiyo futbol oilasining a'zosi ekanimdan faxrlanaman.,Men Osiyo futbol ovlasining a'zosi ekanimdan faxrlanaman.,0.1429,0.0175,0.9825,7,7
314846.wav,uzbek_voice,Fransiyada politsiya qamoqxonadagi mahbuslar isyonini bostirdi.,Fransiyada politsiya qamoqxonadagi mahbuslar isyonini bostirdi.,0.0,Fransiyada politsiya qamoqxonadagi mahbuslar isyonini bostirdi.,Fransiyada politsiya qamoqxonadagi mahbuslar isyonini bostirdi.,0.0,0.0,1.0,6,6
394334.wav,uzbek_voice,Tashkilotni ekstremistik deb topish sud tartibida amalga oshiriladi.,Tashkilotni ekstremistik deb topish sud tartibida amalga oshiriladi.,0.0,Tashkilotni ekstremistik deb topish sud tartibida amalga oshiriladi.,Tashkilotni ekstremistik deb topish sud tartibida amalga oshiriladi.,0.0,0.0,1.0,8,8
482456.wav,uzbek_voice,O'zbekistonlik san'atkorlar muqaddas oyni madh etuvchi qo'shiq ijro etdi.,O'zbekistonlik san'atkorlar muqaddas oyni madh etuvchi qo'shiq ijro etdi.,0.0,O'zbekistonlik san'atkorlar muqaddas oyni madh etuvchi qo'shiq ijro etdi.,O'zbekistonlik san'atkorlar muqaddas oyni madh etuvchi qo'shiq ijro etdi.,0.0,0.0,1.0,9,9
common_voice_uz_29549926.wav,common_voice,Nastya suhbat mavzusini o'zgartirish uchun,Nastya suhbat mavzusini o'zgartirish uchun,0.0,Nastya suhbat mavzusini o'zgartirish uchun,Nastya suhbat mavzusini o'zgartirish uchun,0.0,0.0,1.0,5,5
452061.wav,uzbek_voice,Shahrisabzda paxta chigitidan yog' ishlab chiqarayotgan noqonuniy sex aniqlandi.,Shahrisabzda paxta chigitidan yog' ishlab chiqarayotgan noqonuniy sex aniqlandi.,0.0,Shahrisabzda paxta chigitidan yog' ishlab chiqarayotgan noqonuniy sex aniqlandi.,Shahrisabzda paxta chigitidan yog' ishlab chiqarayotgan noqonuniy sex aniqlandi.,0.0,0.0,1.0,9,9
common_voice_uz_28888420.wav,common_voice,Nafs olovini qanday so'ndirsa bo'ladi?,Nafs olovini qanday so'ndirsa bo'ladi?,0.0,Nafs olovini qanday so'ndirsa bo'ladi?,Nafs olovini qanday so'ndirsa bo'ladi?,0.0,0.0,1.0,5,5
727900.wav,uzbek_voice,"U o'z harakatlarini ""koinot fitnasidan ogohlantirish"" deb izohlagan.",U o'z harakatlarini koinot fitnasidan ogohlantirish deb izohlagan.,0.25,"U o'z harakatlarini ""koinot fitnasidan ogohlantirish"" deb izohlagan.",U o'z harakatlarini koinot fitnasidan ogohlantirish deb izohlagan.,0.25,0.0294,0.9851,8,8
111014.wav,uzbek_voice,Deputat Qozog'istonning nomini o'zgartirishni taklif qildi.,Deputat Qozog'istonning nomini o'zgartirishni taklif qildi.,0.0,Deputat Qozog'istonning nomini o'zgartirishni taklif qildi.,Deputat Qozog'istonning nomini o'zgartirishni taklif qildi.,0.0,0.0,1.0,6,6
common_voice_uz_28891440.wav,common_voice,"Asosan, Moskvadagi siyosat uchun muhim odamlar to'g'risida hukm chiqarar edi, xolos.","Asosan, Moskvadagi siyosat uchun muhim odamlar to'g'risida hukm chiqarilgandi, xolos.",0.1818,"Asosan, Moskvadagi siyosat uchun muhim odamlar to'g'risida hukm chiqarar edi, xolos.","Asosan, Moskvadagi siyosat uchun muhim odamlar to'g'risida hukm chiqarilgandi, xolos.",0.1818,0.0595,0.9586,11,10
common_voice_uz_29933777.wav,common_voice,"ayollar daftari, yoshlar daftari, temir daftari kabi aholini","Ayollar daftari yoshlar, daftari temir, daftari kabi aholini",0.625,"ayollar daftari, yoshlar daftari, temir daftari kabi aholini","Ayollar daftari yoshlar, daftari temir, daftari kabi aholini",0.625,0.0833,0.95,8,8
126749.wav,uzbek_voice,Dunyodagi eng xavfsiz aviakompaniyalar ro'yxati e'lon qilindi.,Dunyodagi eng xavfsiz aviakompaniyalar ro'yxati e'lon qilindi.,0.0,Dunyodagi eng xavfsiz aviakompaniyalar ro'yxati e'lon qilindi.,Dunyodagi eng xavfsiz aviakompaniyalar ro'yxati e'lon qilindi.,0.0,0.0,1.0,7,7
183772.wav,uzbek_voice,Sohaga zamonaviy texnologiyalar shiddat bilan kirib kelmoqda.,Sohaga zamonaviy texnologiyalar shiddat bilan kirib kelmoqda.,0.0,Sohaga zamonaviy texnologiyalar shiddat bilan kirib kelmoqda.,Sohaga zamonaviy texnologiyalar shiddat bilan kirib kelmoqda.,0.0,0.0,1.0,7,7
168891.wav,uzbek_voice,Aleksandrovsk posyolkasi atrofiga tanklarning birinchi kolonnasi qaytarilgan.,Aleksandrov spasiole kasal to'g'risida tanklarning birinchi kolonnasi qaytarilgan.,0.5714,Aleksandrovsk posyolkasi atrofiga tanklarning birinchi kolonnasi qaytarilgan.,Aleksandrov spasiole kasal to'g'risida tanklarning birinchi kolonnasi qaytarilgan.,0.5714,0.2208,0.8302,7,8
00005072_0.wav,news,balki yapon avtomobilsozlari ishlab chiqargan turli rusumdagi mashinalar bugun ham dunyo bo'ylab juda xaridorgir hisoblanadi. Ma'lumot uchun so'nggi yillarda Yaponiya avtomobilsozlari dunyo bo'ylab bir necha 10 million donadan ko'p avtomobil ishlab chiqarib sotmoqda. 2023-yilda Yaponiyaning Toyota avtomobil brendi O'zbekistondagi ilk rasmiy dilerlik markazini Toshkent Cityda ochdi.,yapon avtomobil so'zlari ishlab chiqargan turli rusumdagi mashinalar bugun ham dunyo bo'ylab juda xaridorgir hisoblanadi. Ma'lumot uchun so'nggi yillarda Yaponiya avtomobil so'zlari dunyo bo'ylab bir necha 10 million donadan ko'p avtomobil ishlab chiqarib sotmoqda. 2023-yilda Yaponiyaning Toyota avtomobil brendi O'zbekistondagi ilk rasmiy dilerlik markazini Toshkent Cityda ochdi.,0.1087,balki yapon avtomobilsozlari ishlab chiqargan turli rusumdagi mashinalar bugun ham dunyo bo'ylab juda xaridorgir hisoblanadi. Ma'lumot uchun so'nggi yillarda Yaponiya avtomobilsozlari dunyo bo'ylab bir necha 10 million donadan ko'p avtomobil ishlab chiqarib sotmoqda. 2023-yilda Yaponiyaning Toyota avtomobil brendi O'zbekistondagi ilk rasmiy dilerlik markazini Toshkent Cityda ochdi.,yapon avtomobil so'zlari ishlab chiqargan turli rusumdagi mashinalar bugun ham dunyo bo'ylab juda xaridorgir hisoblanadi. Ma'lumot uchun so'nggi yillarda Yaponiya avtomobil so'zlari dunyo bo'ylab bir necha 10 million donadan ko'p avtomobil ishlab chiqarib sotmoqda. 2023-yilda Yaponiyaning Toyota avtomobil brendi O'zbekistondagi ilk rasmiy dilerlik markazini Toshkent Cityda ochdi.,0.1087,0.026,0.9765,46,47
841657.wav,uzbek_voice,Kaliforniya sohillarida harbiy vertolyot dengizga qulab tushdi.,Kaliforniya sohillarida harbiy vertolyot dengizga qulab tushdi.,0.0,Kaliforniya sohillarida harbiy vertolyot dengizga qulab tushdi.,Kaliforniya sohillarida harbiy vertolyot dengizga qulab tushdi.,0.0,0.0,1.0,7,7
common_voice_uz_28889244.wav,common_voice,Qiziquvchanlik ayolning tabiiy odati.,qiziquvchanlik ayolning tabiiy odati,0.5,Qiziquvchanlik ayolning tabiiy odati.,qiziquvchanlik ayolning tabiiy odati,0.5,0.0541,0.9589,4,4
463124.wav,uzbek_voice,Suhbatda u mazkur tashrif Toshkentga to'rtinchisi bo'lganini aytib o'tdi.,Suhbatda u mazkur tashrif Toshkentga to'rtinchisi bo'lganini aytib o'tdi.,0.0,Suhbatda u mazkur tashrif Toshkentga to'rtinchisi bo'lganini aytib o'tdi.,Suhbatda u mazkur tashrif Toshkentga to'rtinchisi bo'lganini aytib o'tdi.,0.0,0.0,1.0,9,9
60902.wav,uzbek_voice,Operatsiya shu yilda bo'lishi kutilmoqda.,Operatsiya shu yilda bo'lishi kutilmoqda.,0.0,Operatsiya shu yilda bo'lishi kutilmoqda.,Operatsiya shu yilda bo'lishi kutilmoqda.,0.0,0.0,1.0,5,5
common_voice_uz_29252569.wav,common_voice,Yulduz yonidagi dugonasiga qaradi.,Yulduz yonidagi dugonasiga qaradi.,0.0,Yulduz yonidagi dugonasiga qaradi.,Yulduz yonidagi dugonasiga qaradi.,0.0,0.0,1.0,4,4
common_voice_uz_28890091.wav,common_voice,Men bu beg'ubor o'spirinning gaplarini tinglay turib ichim ezilib ketdi.,Men bu beg'ubor o'spirinning gaplarini tinglay turib ichim eslab ketdi.,0.1,Men bu beg'ubor o'spirinning gaplarini tinglay turib ichim ezilib ketdi.,Men bu beg'ubor o'spirinning gaplarini tinglay turib ichim eslab ketdi.,0.1,0.0417,0.965,10,10
common_voice_uz_29410426.wav,common_voice,"Zotan, hal qilinishi kerak bo'lgan xalqaro muammolar","Zotan, hal qilinishi kerak bo'lgan xalqaro muammolar",0.0,"Zotan, hal qilinishi kerak bo'lgan xalqaro muammolar","Zotan, hal qilinishi kerak bo'lgan xalqaro muammolar",0.0,0.0,1.0,7,7
common_voice_uz_29490651.wav,common_voice,ommada zarracha norozilik paydo bo'lganda,Ommada zarracha norozilik paydo bo'lgandi.,0.4,ommada zarracha norozilik paydo bo'lganda,Ommada zarracha norozilik paydo bo'lgandi.,0.4,0.0732,0.9398,5,5
206017.wav,uzbek_voice,tinmasdan repetitsiya qilardilar.,Tinmasdan repetitsiya qilardilar.,0.3333,tinmasdan repetitsiya qilardilar.,Tinmasdan repetitsiya qilardilar.,0.3333,0.0303,0.9697,3,3
156401.wav,uzbek_voice,"Bularning barchasi murabbiy o'zgarishi bilan bog'liq, albatta.","Bularning barchasi murabbiy o'zgarishi bilan bog'liq, albatta.",0.0,"Bularning barchasi murabbiy o'zgarishi bilan bog'liq, albatta.","Bularning barchasi murabbiy o'zgarishi bilan bog'liq, albatta.",0.0,0.0,1.0,7,7
125708.wav,uzbek_voice,"Modrich, Pogba 10-raqamning yorqin ikki namoyandasi.",Modrich Pogba 10 raqamining yorqin ikki namoyandasi.,0.5,"Modrich, Pogba 10-raqamning yorqin ikki namoyandasi.",Modrich Pogba 10 raqamining yorqin ikki namoyandasi.,0.5,0.0577,0.9615,6,7
common_voice_uz_28974634.wav,common_voice,"Nishonga bugun tegmasa, ertaga tegadi.","Nishonga bugun tegmasa, ertaga chegadi.",0.2,"Nishonga bugun tegmasa, ertaga tegadi.","Nishonga bugun tegmasa, ertaga chegadi.",0.2,0.0526,0.961,5,5
316438.wav,uzbek_voice,Jinoyatchi o'limi oldidan aybdor emasligini ta'kidlagan.,Jinoyatchi o'limi oldidan aybdor emasligini ta'kidlagan.,0.0,Jinoyatchi o'limi oldidan aybdor emasligini ta'kidlagan.,Jinoyatchi o'limi oldidan aybdor emasligini ta'kidlagan.,0.0,0.0,1.0,6,6
00015096_1.wav,news,"Demak, bu ushlanishlar davomida ikkita bir mashhur shaxs nomi ham tilga olindi. Demak, Salim Abdullayev va Said Abdulaziz. Medgorodok.","Birinchisi, nimadagi ushlanishlar davomida ikkita bir mashhur shaxs nomi ham tirga olindiz. Demak, salim Abdurayev va Said Abduradiz Mehmet Kadiroq.",0.4737,"Demak, bu ushlanishlar davomida ikkita bir mashhur shaxs nomi ham tilga olindi. Demak, Salim Abdullayev va Said Abdulaziz. Medgorodok.","Birinchisi, nimadagi ushlanishlar davomida ikkita bir mashhur shaxs nomi ham tirga olindiz. Demak, salim Abdurayev va Said Abduradiz Mehmet Kadiroq.",0.4737,0.2687,0.8156,19,20
common_voice_uz_29118587.wav,common_voice,Musulmonlarning hammasi ham ekstremist terrorchi emas.,Musulmonlarning hammasi ham ekstremist terrorchi emas.,0.0,Musulmonlarning hammasi ham ekstremist terrorchi emas.,Musulmonlarning hammasi ham ekstremist terrorchi emas.,0.0,0.0,1.0,6,6
common_voice_uz_28835063.wav,common_voice,Armiyaga borishni istovchilar kerak bo'lgan askarlar sonidan bir necha barobar ko'p.,Armiyaga borishni istovchilar kerak bo'lgan askarlar sonidan bir necha barobar ko'p.,0.0,Armiyaga borishni istovchilar kerak bo'lgan askarlar sonidan bir necha barobar ko'p.,Armiyaga borishni istovchilar kerak bo'lgan askarlar sonidan bir necha barobar ko'p.,0.0,0.0,1.0,11,11
857923.wav,uzbek_voice,1 784 200,1 784 200,0.0,1 784 200,1 784 200,0.0,0.0,1.0,3,3
common_voice_uz_29366442.wav,common_voice,hamda masofadan ta'lim berish amaliyoti keskin tarzda rivoj topishini bemalol bashorat qilish mumkin.,hamda masofadan ta'lim berish amaliyoti keskin tarzda rivoj topishini bemalol bashorat qilish mumkin.,0.0,hamda masofadan ta'lim berish amaliyoti keskin tarzda rivoj topishini bemalol bashorat qilish mumkin.,hamda masofadan ta'lim berish amaliyoti keskin tarzda rivoj topishini bemalol bashorat qilish mumkin.,0.0,0.0,1.0,13,13
common_voice_uz_31399107.wav,common_voice,Navoiyshunoslar jam bo'lgan anjuman yakunlandi.,Novoyi shinoslar jam bo'lgan anjuman yakunlandi.,0.4,Navoiyshunoslar jam bo'lgan anjuman yakunlandi.,Novoyi shinoslar jam bo'lgan anjuman yakunlandi.,0.4,0.0851,0.9263,5,6
726318.wav,uzbek_voice,Komissiya ishchi guruh tomonidan taqdim etilgan hujjatlarni muhokama qilib.,Komissiya ishchi guruh tomonidan taqdim etilgan hujjatlarni muhokama qilib,0.1111,Komissiya ishchi guruh tomonidan taqdim etilgan hujjatlarni muhokama qilib.,Komissiya ishchi guruh tomonidan taqdim etilgan hujjatlarni muhokama qilib,0.1111,0.0133,0.9933,9,9
484001.wav,uzbek_voice,Yangi Zelandiyadagi masjidga hujum qilgan erkak psixologik ekspertizaga yuborildi.,Yangi Zelandiyadagi masjidga hujum qilgan erkak psixologik ekspertizaga yuborildi.,0.0,Yangi Zelandiyadagi masjidga hujum qilgan erkak psixologik ekspertizaga yuborildi.,Yangi Zelandiyadagi masjidga hujum qilgan erkak psixologik ekspertizaga yuborildi.,0.0,0.0,1.0,9,9
38015.wav,uzbek_voice,Yulduz Navoiyga bag'ishlab qo'shiq kuyladi.,Yulduz Navoiyga bag'ishlab qo'shiq kuyladi.,0.0,Yulduz Navoiyga bag'ishlab qo'shiq kuyladi.,Yulduz Navoiyga bag'ishlab qo'shiq kuyladi.,0.0,0.0,1.0,5,5
common_voice_uz_29258318.wav,common_voice,Uzoq yillar avval ota-onangiz tushgan suratni bizga yuborgan edingiz.,Uzoq yillar avval otaolingiz tushgan suratni bizga yuborgan edingiz.,0.1111,Uzoq yillar avval ota-onangiz tushgan suratni bizga yuborgan edingiz.,Uzoq yillar avval otaolingiz tushgan suratni bizga yuborgan edingiz.,0.1111,0.0435,0.9635,9,9
454157.wav,uzbek_voice,Uyg'onish vaqtini cho'zish organizmga faqat va faqat zarar keltiradi.,Uyg'onish vaqtini cho'zish organizmga faqat va faqat zarar keltiradi.,0.0,Uyg'onish vaqtini cho'zish organizmga faqat va faqat zarar keltiradi.,Uyg'onish vaqtini cho'zish organizmga faqat va faqat zarar keltiradi.,0.0,0.0,1.0,9,9
common_voice_uz_29491381.wav,common_voice,U 10 martalab harakat qilib ko'rdi.,U 10 martalab harakat qilib ko'rdi.,0.0,U 10 martalab harakat qilib ko'rdi.,U 10 martalab harakat qilib ko'rdi.,0.0,0.0,1.0,6,6
common_voice_uz_29337718.wav,common_voice,yaratilgan qator imkoniyatlar,yaratilgan qator imkoniyatlar,0.0,yaratilgan qator imkoniyatlar,yaratilgan qator imkoniyatlar,0.0,0.0,1.0,3,3
338343.wav,uzbek_voice,"Qayd etilganidek, qabulxonalar ishi uch bosqichda olib boriladi.","Qayd etilganidek, qabulxonalar ishi uch bosqichda olib boriladi.",0.0,"Qayd etilganidek, qabulxonalar ishi uch bosqichda olib boriladi.","Qayd etilganidek, qabulxonalar ishi uch bosqichda olib boriladi.",0.0,0.0,1.0,8,8
